Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
CLINICA MEDICA E GERIATRICA CRONOS,3923215,04712078000190,CRONOS MEDICA LTDA,--,JURÍDICA,SEUPS EQ 705 905 BL C N 25 SALAS,501,33515008,502 503 504 511 513,ASA SUL,70390055,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02564/2011,SES,20/03/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103923215&VEstado=53&VCodMunicipio=530010,5300103923215,53,530010,53ffa2ff5ba36a4073bfb75f
CLINICA MEDICA DRA LUCIA ALENCAR LTDA,3075923,04823329000103,CLINICA MEDICA DRA LUCIA ALENCAR LTDA,--,JURÍDICA,SRTVNORTE QD 701 CJ C SL 102 ALA B,124,,,ASA NORTE,70719900,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00328,SES,22/02/2002,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103075923&VEstado=53&VCodMunicipio=530010,5300103075923,53,530010,53ffa2ff5ba36a4073bfb760
CLINICA MEDICA DR NEILOR ROLIM LTDA,6900402,13404907000168,CLINICA MEDICA DR NEILOR ROLIM LTDA,--,JURÍDICA,SETOR DE DIVERSAO NORTE,6015,,CENTRO,ASA NORTE,70077900,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00936/2011,SES,07/07/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106900402&VEstado=53&VCodMunicipio=530010,5300106900402,53,530010,53ffa3005ba36a4073bfb761
CLINICA MEDICA DAIMAI,3068056,05875122000145,CLINICA MEDICA DAIMAI SS LTDA,--,JURÍDICA,SEPS 709 909 BLOCO F SALA,209,61 3244-3519,EDIFICIO BIOCENTER,BRASILIA,70390095,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,2928,SES,04/04/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103068056&VEstado=53&VCodMunicipio=530010,5300103068056,53,530010,53ffa3005ba36a4073bfb762
CLINICA MEDICA CRONEMBERGER,6650619,12545632000110,CLINICA MEDICA CRONEMBERGER LTDA,--,JURÍDICA,SHLS 716 BLOCO F SALA,601,,ED OSWALDO CRUZ,ASA SUL,70390700,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02868,SES,05/10/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106650619&VEstado=53&VCodMunicipio=530010,5300106650619,53,530010,53ffa3015ba36a4073bfb763
CLINICA MATER VITA,3535401,01914238000195,CLINICA MATER VITA CENTRO INTEGRADO DE ATENDIMENTO A MULHER,--,JURÍDICA,SEPS 715 915 CJ A LOTE C TERREO,S/N,33461979,,ASA SUL,70390155,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103535401&VEstado=53&VCodMunicipio=530010,5300103535401,53,530010,53ffa3015ba36a4073bfb764
CLINICA MASTER DE CIRURGIA PLASTICA,3077136,,CARLOS MURILO PRATA DA FONSECA,--,FÍSICA,SCN QUADRA,05,(61)3277474,BL A N 50 SL 1222,ASA NORTE,70100000,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,118,SES,09/03/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103077136&VEstado=53&VCodMunicipio=530010,5300103077136,53,530010,53ffa3025ba36a4073bfb765
CLINICA MATER DEI,3036545,01300897000131,CLINICA MATER DEI GINEC OBSTE PLANEJ FAMILIA SS LTDA,--,JURÍDICA,SHL SUL QD 716 BL F SALA,111,6132453254,ED OSWALDO CRUZ,ASA SUL,70390700,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,65207,SES,15/08/1996,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103036545&VEstado=53&VCodMunicipio=530010,5300103036545,53,530010,53ffa3025ba36a4073bfb766
CLINICA MAIS VIDA,6763472,,ELINE HERINGER WERNER BERTOLOSSI,--,FÍSICA,SGAS 607 MODULO 47 ED METROPOLIS SALA 229,229,34436966,,ASA SUL,70390700,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02371,SES,09/04/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106763472&VEstado=53&VCodMunicipio=530010,5300106763472,53,530010,53ffa3035ba36a4073bfb767
CLINICA MARY MORAES ODONTOPEDIATRIA E ORTODONTIA,3107922,01310078000175,CLINICA MARY MORAES ODONTOPEDIATRIA E ORTODONTIA,--,JURÍDICA,SRTS 701 CENTRO EMP BSB,S/N,(61)2267126,,ASA SUL,70340907,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1055,SES,20/05/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103107922&VEstado=53&VCodMunicipio=530010,5300103107922,53,530010,53ffa3035ba36a4073bfb768
CLINICA ODONTOLOGICA FATIMA DAVID,3454770,05252031000153,CLINICA ODONTOLOGICA FATIMA DAVID LTDA,--,JURÍDICA,SRTVN QD 702 CONJ P SALA 2029,,(61)3281416,ED BSB RADIO CENTE,ASA NORTE,70719900,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02737,SES,14/10/2002,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103454770&VEstado=53&VCodMunicipio=530010,5300103454770,53,530010,53ffa3045ba36a4073bfb769
CLINICA MAGNA ESPECIALIDADES CIRURGICAS,5334136,26442483000178,CLINICA MAGNA ESPECIALIDADES CIRURGICAS S C LTDA,--,JURÍDICA,SMHN 02 BL A N 10 SALAS 1101 1105,S/N,61-3327-8266,ED DE CLINICAS,ASA NORTE,70710904,BRASILIA - IBGE - 530010,DF,HOSPITAL/DIA - ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,669/2000,SES,05/10/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300105334136&VEstado=53&VCodMunicipio=530010,5300105334136,53,530010,53ffa3045ba36a4073bfb76a
CLINICA MADEL,3086852,00430462000149,CLINICA MADEL S A,--,JURÍDICA,SHLS 716 BLOCO F SALAS,S/N,6133515115,COND OSWALDO CRUZ,ASA SUL,70390900,BRASILIA - IBGE - 530010,DF,POLICLINICA,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,2.308,SES,14/05/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103086852&VEstado=53&VCodMunicipio=530010,5300103086852,53,530010,53ffa3045ba36a4073bfb76b
CLINICA LUMINA MATRIZ,3117383,73631731000109,CLINICA LUMINA S S,--,JURÍDICA,SEPS EQ 710 910 CONJUNTO D SALA,539,3346-7951,,ASA SUL,70294050,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,2248,SES,04/05/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103117383&VEstado=53&VCodMunicipio=530010,5300103117383,53,530010,53ffa3055ba36a4073bfb76c
CLINICA M XAVIER,6508685,02657546000145,CLINICA ODONTOLOGICA M XAVIER S C LTDA,--,JURÍDICA,SCN QUADRA 05 BL A NR50 SALA,709,33280852,TORRE SUL,ASA NORTE,70310500,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106508685&VEstado=53&VCodMunicipio=530010,5300106508685,53,530010,53ffa3055ba36a4073bfb76d
CLINICA LUMINA FILIAL,3212750,73631731000290,CLINICA LUMINA S S,--,JURÍDICA,SDS BLOCO D,26,32256799,SALAS 508 E 509,ASA SUL,70390700,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,2.219,SES,04/04/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103212750&VEstado=53&VCodMunicipio=530010,5300103212750,53,530010,53ffa3065ba36a4073bfb76e
CLINICA LOTUS DE HEMATOLOGIA,7046634,15362737000121,CLINICA LOTUS DE HEMATOLOGIA LTDA,--,JURÍDICA,SHLS QUADRA 716 CONJ L BL 02,S/N,,SALA 308,ASA SUL,70390907,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,979/2012,SES,24/05/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300107046634&VEstado=53&VCodMunicipio=530010,5300107046634,53,530010,53ffa3065ba36a4073bfb76f
CLINICA LOW,3453413,26464404000120,LO W NEUROFISIOLOGIA CLINICA LTDA,--,JURÍDICA,SHLN B J ED MULTICLINICAS S 205 A 208,208,(61)2734897,,ASA NORTE,70100000,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,169,SES,17/03/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103453413&VEstado=53&VCodMunicipio=530010,5300103453413,53,530010,53ffa3065ba36a4073bfb770
CLINICA LINAVIDA CONSULTORIO DE PISCOLOGIA,3792080,,CAROLINA GONCALVES DE FREITAS,--,FÍSICA,SEPS EQ 705 905 BL C SALA 214,25,61-34439204,,BRASILIA SUL,70390055,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,75298,SES,20/10/1998,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103792080&VEstado=53&VCodMunicipio=530010,5300103792080,53,530010,53ffa3075ba36a4073bfb771
CLINICA LETTIERI,3084108,00373316000390,CLINICA LETTIERI LTDA,--,JURÍDICA,SHCSUL QD510 BLOCO B ENTRADA 17,17,(61)2426681,SOBRELOJA,ASA SUL,70360525,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02449,SES,21/07/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103084108&VEstado=53&VCodMunicipio=530010,5300103084108,53,530010,53ffa3085ba36a4073bfb772
CLINICA LAUREA,3089169,03357004000110,CLINICA LUIZ CARLOS MUNIZ LTDA,--,JURÍDICA,QD 34 LOTE 08 AV INDEPENDENCIA,S/N,(61)3081000,ST TRADICIONAL,PLANALTINA,70100000,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,182,SES,29/07/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103089169&VEstado=53&VCodMunicipio=530010,5300103089169,53,530010,53ffa3085ba36a4073bfb773
CLINICA JOANA COSTA,7046618,15022931000168,CLINICA DERMOTOLOGICA JOANA COSTA LTDA,--,JURÍDICA,SEUP SUL,410,,,ASA SUL,70390108,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00720/2012,SES,16/05/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300107046618&VEstado=53&VCodMunicipio=530010,5300107046618,53,530010,53ffa3095ba36a4073bfb774
CLINICA J EDUARDO,6684203,08259765000152,CLINICA CARDIOLOGICA J EDUARDO GOMES SOCIEDADE SIMPLES LTDA,--,JURÍDICA,SEPS EQ 709 909 CONJUNTO F,S/N,34426300,CONSULT 406 PARTE A,ASA SUL,70390095,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,SES,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106684203&VEstado=53&VCodMunicipio=530010,5300106684203,53,530010,53ffa3095ba36a4073bfb775
CLINICA ITB,7122950,15316017000120,ITB CLINICA CIRURGICA ASSOCIADA LTDA,--,JURÍDICA,SHLS QD 716 BLOCO F SALA 304,S/N,6130321636,,ASA SUL,70390904,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00983/2012,SES,28/05/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300107122950&VEstado=53&VCodMunicipio=530010,5300107122950,53,530010,53ffa30a5ba36a4073bfb776
CLINICA IPANEMA,3438619,00624445000142,SILVA OLIVEIRA E CIA LTDA,--,JURÍDICA,SDS BLOBO P SALAS 213 214,36,6132249878,,ASA SUL,70300000,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,48504,SES,27/09/1993,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103438619&VEstado=53&VCodMunicipio=530010,5300103438619,53,530010,53ffa30a5ba36a4073bfb777
CLINICA INTERDICIPLINAR DE ODONTOLOGIA,3028194,01297992000123,CLINICA INTERDISCIPLINAR DE ODONTOLOGIA LTDA,--,JURÍDICA,SDN CONJUNTO NACIONAL,4057,(61) 3326-5813,,ASA NORTE,70077900,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,65505,SES,02/08/1996,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103028194&VEstado=53&VCodMunicipio=530010,5300103028194,53,530010,53ffa30b5ba36a4073bfb778
CLINICA INTEGRADA DE PSICOL E ATEND MULTIDISCIPLINAR,6616011,11905746000160,CLINICA INTEGRADA DE PSICOL E ATEND MULTIDISCIPLINAR LTDA,--,JURÍDICA,SRTVS QDA 701 BL K SL,306,6132029924,,ASA SUL,70340000,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,3567,SES,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106616011&VEstado=53&VCodMunicipio=530010,5300106616011,53,530010,53ffa30b5ba36a4073bfb779
CLINICA INTEGRAR COGNITIVA,5707323,09212847000104,CLINICA DE REABILITACAO INTEGRAR COGNITIVA LTDA,--,JURÍDICA,SEUP SUL EQ 714 914 CJ A SL 10 14 TERREO NUMERO,03,,SALA 311,ASA SUL,70330700,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01181/2010,SES,06/07/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300105707323&VEstado=53&VCodMunicipio=530010,5300105707323,53,530010,53ffa30b5ba36a4073bfb77a
CLINICA INSIGHT,3955257,02902481000156,CLINICA DE PSICOLOGIA IOLANDA BARROS VALLS S C LTDA,--,JURÍDICA,SHCN CL QD 303 BLOCO A,50,61 33278862,SALAS 217 E 218,ASA NORTE,70735510,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02555,SES,14/10/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103955257&VEstado=53&VCodMunicipio=530010,5300103955257,53,530010,53ffa30c5ba36a4073bfb77b
CLINICA INFANTIL SANTA CECILIA,3400867,26496679000145,CLINICA INFANTIL SANTA CECILIA LTDA,--,JURÍDICA,SEPS 715915 CONJUNTO C BLOCO A PARTE,S/N,(61)4452505,,ASA SUL,70310500,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,2500,,28/07/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103400867&VEstado=53&VCodMunicipio=530010,5300103400867,53,530010,53ffa30d5ba36a4073bfb77c
CLINICA IBED,3075990,38076139000191,IBED INST DE GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA LTDA,--,JURÍDICA,SHL NORTE CONJUNTO B BLOCO 03,44,32429496,SALAS 101 E 104,ASA NORTE,70310500,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1015,SES,10/05/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103075990&VEstado=53&VCodMunicipio=530010,5300103075990,53,530010,53ffa30d5ba36a4073bfb77d
CLINICA HORUS DE PSICOLOGIA,7345534,14346433000108,CLINICA HORUS DE PSICOLOGIA LTDA,--,JURÍDICA,ST NORTE BLOCO N,S/N,6132726147,SALA 311,ASA NORTE,70770100,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,255,SES,13/06/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300107345534&VEstado=53&VCodMunicipio=530010,5300107345534,53,530010,53ffa30e5ba36a4073bfb77e
CLINICA HOLOS,8513899,05740262000106,CLINICA HOLOS ODDONTOLOGIA S C LTDA,--,JURÍDICA,SHC NORTE CL QUADRA 110 BLOCO C LOJA,65,6132720642,SUBSOLO,ASA NORTE,70753530,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02554/2009,SES,13/08/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300108513899&VEstado=53&VCodMunicipio=530010,5300108513899,53,530010,53ffa30f5ba36a4073bfb77f
CLINICA HOMEOPATICA SAMUEL HAHNEMANN,3401669,37174794000110,CLINICA HOMEOPATICA SAMUEL HAHNEMANN SC LTDA,--,JURÍDICA,SETOR HOSPITALAR LOCAL NORTE B J S 111,,(61)2734605,,ASA NORTE,70770560,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01170,SES,15/06/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103401669&VEstado=53&VCodMunicipio=530010,5300103401669,53,530010,53ffa30f5ba36a4073bfb780
CLINICA HEBIATRICA DE BRASILIA,6786286,04080119000172,CLINICA HEBIATRICA DE BRASILIA LTDA,--,JURÍDICA,SGAS QUADRA 915 CONJUNTO B BLOCO A N,13,33460607,SALA 306,ASA SUL,70390150,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,3955,SES,29/08/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106786286&VEstado=53&VCodMunicipio=530010,5300106786286,53,530010,53ffa3105ba36a4073bfb781
CLINICA HOLLOS,3077144,01419817000161,HOLLOS CLINICA INTERDISC DE PSIC E CONSULT LTDA,--,JURÍDICA,Q ST NORTE CONJUNTO O N 30 CONSULTORIOS,215217,06135469452,,ASA NORTE,70770100,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00965/2011,SES,13/07/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103077144&VEstado=53&VCodMunicipio=530010,5300103077144,53,530010,53ffa3105ba36a4073bfb782
CLINICA GUIMARAES,6752381,07842892000117,CLINICA OFTALMOLOGICA GUIMARAES LTDA,--,JURÍDICA,SGAS QUADRA 613 CONJUNTO A BLOCO B CONSULTORIO,106,61-32730050,,ASA SUL,70200730,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,2700,SES,23/12/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106752381&VEstado=53&VCodMunicipio=530010,5300106752381,53,530010,53ffa3115ba36a4073bfb783
CLINICA GUILHERME XIMENES,6651801,11848609000131,CLINICA DE PSICOLOGIA GUILHERME XIMENES LTDA,--,JURÍDICA,STN CONJUNTO M ENTRADA B SALA,351,,2 PAVIMENTO,ASA NORTE,70770100,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,02265/2010,SES,22/09/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106651801&VEstado=53&VCodMunicipio=530010,5300106651801,53,530010,53ffa3115ba36a4073bfb784
CLINICA GOIA,3341631,01550777000192,CLINICA GOIA GIN OBSTET GERAL E DA INF ADOLESCENCIA LTDA,--,JURÍDICA,SHL SUL QUADRA 716 CONJ L BL 02 SALA 217,217,61 33461177,CENTRO CLINICO SUL,ASA SUL,70374100,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,4614/09,SES,01/11/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103341631&VEstado=53&VCodMunicipio=530010,5300103341631,53,530010,53ffa3125ba36a4073bfb785
CLINICA GRATAO,6707521,01384215000116,CLINICA ODONTOLOGICA GRATAO,--,JURÍDICA,SDN CONJUNTO A SALA 6028,S/N,,,ASA NORTE,70077900,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,12345,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300106707521&VEstado=53&VCodMunicipio=530010,5300106707521,53,530010,53ffa3125ba36a4073bfb786
CLINICA GINECO OBSTETRICA DAL RI,3062252,03798565000154,CLINICA GINECO OBSTETRICA DAL RI LTDA,--,JURÍDICA,SHLN BL K SALA,104,32746440,CCN,ASA NORTE,70773000,BRASILIA - IBGE - 530010,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0331/03,SES,03/04/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103062252&VEstado=53&VCodMunicipio=530010,5300103062252,53,530010,53ffa3135ba36a4073bfb787
CLINICA GERIATRICA VILHENA,3273873,03682987000160,CLINICA GERIATRICA VILHENA TOLEDO SC,--,JURÍDICA,QUADRA 607 CONJUNTO B,,(61)2443324,CONSULTORIO 130,ASA SUL,70200610,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103273873&VEstado=53&VCodMunicipio=530010,5300103273873,53,530010,53ffa3135ba36a4073bfb788
CLINICA GERAL,3330362,37161080000177,CLINICA GERAL FERNANDO RIBEIRO DE MORAIS JUNIOR S S LTDA,--,JURÍDICA,SHL SUL QUADRA 716 CONJUNTO C SALA,22,,,ASA SUL,70390700,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,LFU 2510,SES,17/02/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103330362&VEstado=53&VCodMunicipio=530010,5300103330362,53,530010,53ffa3145ba36a4073bfb789
CLINICA GENICOLOGICA CAVALCANTI,3667278,,SYLVIA MARIA DA CUNHA CAVALCANTI DE ALMEIDA,--,FÍSICA,SGAS QUADRA 915 CONJUNTO B BLOCO A,13,(61)33460607,SALA 306,ASA SUL,70390150,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103667278&VEstado=53&VCodMunicipio=530010,5300103667278,53,530010,53ffa3145ba36a4073bfb78a
CLINICA GARCEZ,5611903,09127142000199,MARLUCE GARCEZ CLINICA DE PSICOLOGIA LTDA,--,JURÍDICA,ST NORTE CONJUNTO O CONSULTORIO,9,33261569,,ASA NORTE,70770100,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,01846/2007,SES,06/11/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300105611903&VEstado=53&VCodMunicipio=530010,5300105611903,53,530010,53ffa3155ba36a4073bfb78b
CLINICA GEMELLI,3253473,03326114000114,CLINICA GEMELLI S C LTDA,--,JURÍDICA,SGA SUL QDA 910 CONJUNTO B BLOCO D SALAS,3436,,,ASA SUL,70390100,BRASILIA - IBGE - 530010,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,3335,SES,01/10/2000,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300103253473&VEstado=53&VCodMunicipio=530010,5300103253473,53,530010,53ffa3155ba36a4073bfb78c
